Company,Code,UpdationDate
Newgen Software Technologies Ltd.,540900,2021-12-26
Newtime Infrastructure Ltd.,531959,2021-12-26
Next Mediaworks Ltd.,532416,2021-12-26
Nexus Surgical and Medicare Ltd.,538874,2021-12-26
NGL Fine - Chem Ltd.,524774,2021-12-26
NHC Foods Ltd.,517554,2021-12-26
NHPC Ltd.,533098,2021-12-26
NIBE Ltd.,535136,2021-12-26
Nicco Parks & Resorts Ltd.,526721,2021-12-26
Nicco Uco Alliance Credit Ltd.,523209,2021-12-26
Nidhi Granites Ltd.,512103,2021-12-26
Nihar Info Global Ltd.,531083,2021-12-26
NIIT Ltd.,500304,2021-12-26
Nikhil Adhesives Ltd.,526159,2021-12-26
Nikki Global Finance Ltd.,531272,2021-12-26
Niks Technology Ltd.,543282,2021-12-26
Nila Infrastructures Ltd.,530377,2021-12-26
Nila Spaces Ltd.,542231,2021-12-26
Nilachal Refractories Ltd.,502294,2021-12-26
Nile Ltd.,530129,2021-12-26
Nilkamal Ltd.,523385,2021-12-26
Nilkanth Engineering Ltd.,512004,2021-12-26
Nimbus Foods Industries Ltd.,531598,2021-12-26
Nimbus Projects Ltd.,511714,2021-12-26
Nintec Systems Ltd.,539843,2021-12-26
Nippon Life India Asset Management Ltd.,540767,2021-12-26
Niraj Cement Structurals Ltd.,532986,2021-12-26
Nirav Commercials Ltd.,512425,2021-12-26
Nirbhay Colours India Ltd.,526349,2021-12-26
Nirlon Ltd.,500307,2021-12-26
Nirmitee Robotics India Ltd.,543194,2021-12-26
Nishtha Finance and Investment (India) Ltd.,539311,2021-12-26
Nitco Ltd.,532722,2021-12-26
Nitin Castings Ltd.,508875,2021-12-26
Nitin Fire Protection Industries Ltd.,532854,2021-12-26
Nitin Spinners Ltd.,532698,2021-12-26
Nitta Gelatin India Ltd.,506532,2021-12-26
Nivaka Fashions Ltd.,542206,2021-12-26
Nivi Trading Ltd.,512245,2021-12-26
Niwas Spinning Mills Ltd.,521009,2021-12-26
Niyogin Fintech Ltd.,538772,2021-12-26
NLC India Ltd.,513683,2021-12-26
NMDC Ltd.,526371,2021-12-26
NMS Resources Global Ltd.,522289,2021-12-26
Noble Polymers Ltd.,539200,2021-12-26
NOCIL Ltd.,500730,2021-12-26
Noesis Industries Ltd.,530435,2021-12-26
Noida Toll Bridge Company Ltd.,532481,2021-12-26
Norben Tea & Exports Ltd.,519528,2021-12-26
Norris Medicines Ltd.,524414,2021-12-26
North Eastern Carrying Corporation Ltd.,534615,2021-12-26
Northern Projects Ltd.,508924,2021-12-26
Northern Spirits Ltd.,542628,2021-12-26
Northlink Fiscal & Capital Services Ltd.,539110,2021-12-26
Nouritrans Exim Ltd.,540698,2021-12-26
Nouveau Global Ventures Ltd.,531465,2021-12-26
Nova Iron & Steel Ltd.,513566,2021-12-26
Nova Publications India Ltd.,530733,2021-12-26
Novartis India Ltd.,500672,2021-12-26
Novateor Research Laboratories Ltd.,542771,2021-12-26
NPR Finance Ltd.,530127,2021-12-26
NRB Bearings Ltd.,530367,2021-12-26
NRB Industrial Bearings Ltd.,535458,2021-12-26
NTC Industries Ltd.,526723,2021-12-26
NTPC Ltd.,532555,2021-12-26
Nu Tek India Ltd.,533015,2021-12-26
Nucleus Software Exports Ltd.,531209,2021-12-26
Nureca Ltd.,543264,2021-12-26
Nutech Global Ltd.,531304,2021-12-26
Nutraplus India Ltd.,524764,2021-12-26
Nutricircle Ltd.,530219,2021-12-26
Nuvoco Vistas Corporation Ltd.,543334,2021-12-26
Nuway Organic Naturals (India) Ltd.,531819,2021-12-26
Nxtdigital Ltd.,500189,2021-12-26
Nyssa Corporation Ltd.,504378,2021-12-26
O P Chains Ltd.,539116,2021-12-26
Oasis Nutraceuticals Ltd.,504345,2021-12-26
Oasis Securities Ltd.,512489,2021-12-26
Oasis Tradelink Ltd.,538547,2021-12-26
Oberoi Realty Ltd.,533273,2021-12-26
ObjectOne Information Systems Ltd.,535657,2021-12-26
Ocean Agro (India) Ltd.,519491,2021-12-26
Oceanaa Biotek Industries Ltd.,538019,2021-12-26
Oceanic Foods Ltd.,540405,2021-12-26
OCL Iron & Steel Ltd.,533008,2021-12-26
Octal Credit Capital Ltd.,538894,2021-12-26
Octavius Plantations Ltd.,542938,2021-12-26
Octaware Technologies Ltd.,540416,2021-12-26
Odyssey Corporation Ltd.,531996,2021-12-26
Odyssey Technologies Ltd.,530175,2021-12-26
Oil And Natural Gas Corporation Ltd.,500312,2021-12-26
Oil Country Tubular Ltd.,500313,2021-12-26
Oil India Ltd.,533106,2021-12-26
OK Play India Ltd.,526415,2021-12-26
Olectra Greentech Ltd.,532439,2021-12-26
Olympia Industries Ltd.,521105,2021-12-26
Olympic Cards Ltd.,534190,2021-12-26
Olympic Oil Industries Ltd.,507609,2021-12-26
Om Infra Ltd.,531092,2021-12-26
Omansh Enterprises Ltd.,538537,2021-12-26
Omax Autos Ltd.,520021,2021-12-26
Omaxe Ltd.,532880,2021-12-26
Omega Ag-Seeds (Punjab) Ltd.,519479,2021-12-26
Omega Interactive Technologies Ltd.,511644,2021-12-26
Omkar Overseas Ltd.,531496,2021-12-26
Omkar Pharmachem Ltd.,532167,2021-12-26
Omkar Speciality Chemicals Ltd.,533317,2021-12-26
Omni Ax's Software Ltd.,532340,2021-12-26
Omnipotent Industries Ltd.,543400,2021-12-26
Omnitex Industries (India) Ltd.,514324,2021-12-26
One Global Service Provider Ltd.,514330,2021-12-26
One97 Communications Ltd.,543396,2021-12-26
Onelife Capital Advisors Ltd.,533632,2021-12-26
Onesource Ideas Ventures Ltd.,530805,2021-12-26
OnMobile Global Ltd.,532944,2021-12-26
Onward Technologies Ltd.,517536,2021-12-26
Optiemus Infracom Ltd.,530135,2021-12-26
Optimus Finance Ltd.,531254,2021-12-26
Opto Circuits India Ltd.,532391,2021-12-26
Oracle Credit Ltd.,539598,2021-12-26
Oracle Financial Services Software Ltd.,532466,2021-12-26
Orbit Exports Ltd.,512626,2021-12-26
Orchasp Ltd.,532271,2021-12-26
Orchid Pharma Ltd.,524372,2021-12-26
Organic Coatings Ltd.,531157,2021-12-26
Oricon Enterprises Ltd.,513121,2021-12-26
Orient Abrasives Ltd.,504879,2021-12-26
Orient Bell Ltd.,530365,2021-12-26
Orient Beverages Ltd.,507690,2021-12-26
Orient Cement Ltd.,535754,2021-12-26
Orient Electric Ltd.,541301,2021-12-26
Orient Green Power Company Ltd.,533263,2021-12-26
Orient Paper & Industries Ltd.,502420,2021-12-26
Orient Press Ltd.,526325,2021-12-26
Orient Tradelink Ltd.,531512,2021-12-26
Oriental Aromatics Ltd.,500078,2021-12-26
Oriental Carbon & Chemicals Ltd.,506579,2021-12-26
Oriental Hotels Ltd.,500314,2021-12-26
Oriental Rail Infrastructure Ltd.,531859,2021-12-26
Oriental Trimex Ltd.,532817,2021-12-26
Orissa Bengal Carrier Ltd.,541206,2021-12-26
Orissa Sponge Iron & Steel Ltd.,504864,2021-12-26
Orosil Smiths India Ltd.,531626,2021-12-26
Ortel Communications Ltd.,539015,2021-12-26
Ortin Laboratories Ltd.,539287,2021-12-26
Oscar Global Ltd.,530173,2021-12-26
Oscar Investments Ltd.,501179,2021-12-26
Oseaspre Consultants Ltd.,509782,2021-12-26
Osiajee Texfab Ltd.,540198,2021-12-26
Oswal Agro Mills Ltd.,500317,2021-12-26
Oswal Green Tech Ltd.,539290,2021-12-26
Oswal Leasing Ltd.,509099,2021-12-26
Oswal Overseas Ltd.,531065,2021-12-26
Oswal Yarns Ltd.,514460,2021-12-26
Otco International Ltd.,523151,2021-12-26
Ovobel Foods Ltd.,530741,2021-12-26
Oxford Industries Ltd.,514414,2021-12-26
Ozone World Ltd.,539291,2021-12-26
P B Films Ltd.,539352,2021-12-26
P G Foils Ltd.,526747,2021-12-26
P G Industry Ltd.,531281,2021-12-26
P H Capital Ltd.,500143,2021-12-26
P M Telelinks Ltd.,513403,2021-12-26
Pacheli Industrial Finance Ltd.,523862,2021-12-26
Pacific Industries Ltd.,523483,2021-12-26
Pact Industries Ltd.,538963,2021-12-26
Padam Cotton Yarns Ltd.,531395,2021-12-26
Padmalaya Telefilms Ltd.,532350,2021-12-26
Padmanabh Alloys & Polymers Ltd.,531779,2021-12-26
Padmanabh Industries Ltd.,526905,2021-12-26
PAE Ltd.,517230,2021-12-26
Pagaria Energy Ltd.,531396,2021-12-26
Page Industries Ltd.,532827,2021-12-26
Paisalo Digital Ltd.,532900,2021-12-26
Palash Securities Ltd.,540648,2021-12-26
PALCO Ltd.,513405,2021-12-26
Palco Metals Ltd.,539121,2021-12-26
Palm Jewels Ltd.,541444,2021-12-26
Palred Technologies Ltd.,532521,2021-12-26
Palsoft Infosystems Ltd.,511597,2021-12-26
Pan Electronics India Ltd.,517397,2021-12-26
Pan India Corporation Ltd.,511525,2021-12-26
Panacea Biotec Ltd.,531349,2021-12-26
Panache Innovations Ltd.,538742,2021-12-26
Panafic Industrials Ltd.,538860,2021-12-26
Panama Petrochem Ltd.,524820,2021-12-26
Panasonic Carbon India Co. Ltd.,508941,2021-12-26
Panasonic Energy India Company Ltd.,504093,2021-12-26
Panchmahal Steel Ltd.,513511,2021-12-26
Panchsheel Organics Ltd.,531726,2021-12-26
Panjon Ltd.,526345,2021-12-26
Pankaj Piyush Trade & Investment Ltd.,506122,2021-12-26
Pankaj Polymers Ltd.,531280,2021-12-26
Panorama Studios International Ltd.,539469,2021-12-26
Panoramic Universal Ltd.,531816,2021-12-26
Panth Infinity Ltd.,539143,2021-12-26
Panther Industrial Products Ltd.,524055,2021-12-26
Panyam Cements & Mineral Industries Ltd.,500322,2021-12-26
Paos Industries Ltd.,530291,2021-12-26
Parab Infra Ltd.,513359,2021-12-26
Parabolic Drugs Ltd.,533211,2021-12-26
Parag Milk Foods Ltd.,539889,2021-12-26
Paragon Finance Ltd.,531255,2021-12-26
Paramone Concepts Ltd.,531364,2021-12-26
Paramount Communications Ltd.,530555,2021-12-26
Paramount Cosmetics (I) Ltd.,507970,2021-12-26
Paras Defence and Space Technologies Ltd.,543367,2021-12-26
Paras Petrofils Ltd.,521246,2021-12-26
Parenteral Drugs (India) Ltd.,524689,2021-12-26
Parichay Investments Ltd.,505525,2021-12-26
Pariksha Fin-Invest-Lease Ltd.,539481,2021-12-26
Parker Agrochem Exports Ltd.,524628,2021-12-26
Parle Industries Ltd.,532911,2021-12-26
Parmeshwari Silk Mills Ltd.,540467,2021-12-26
Parnav Sports Academy Ltd.,780017,2021-12-26
Parnax Lab Ltd.,506128,2021-12-26
Parsharti Investment Ltd.,511702,2021-12-26
Parshva Enterprises Ltd.,542694,2021-12-26
Parshwanath Corporation Ltd.,511176,2021-12-26
Parsoli Corporation Ltd.,530071,2021-12-26
Parsvnath Developers Ltd.,532780,2021-12-26
Partani Appliances Ltd.,538686,2021-12-26
Parvati Sweetners and Power Ltd.,541347,2021-12-26
Pasari Spinning Mills Ltd.,521080,2021-12-26
Pasupati Acrylon Ltd.,500456,2021-12-26
Pasupati Fincap Ltd.,511734,2021-12-26
Pasupati Spinning & Weaving Mills Ltd.,503092,2021-12-26
Patdiam Jewellery Ltd.,539401,2021-12-26
Patel Engineering Ltd.,531120,2021-12-26
Patel Integrated Logistics Ltd.,526381,2021-12-26
Patels Airtemp (India) Ltd.,517417,2021-12-26
Patidar Buildcon Ltd.,524031,2021-12-26
Patspin India Ltd.,514326,2021-12-26
Paul Merchants Ltd.,539113,2021-12-26
Paushak Ltd.,532742,2021-12-26
Pawansut Holdings Ltd.,535658,2021-12-26
Pazel International Ltd.,504335,2021-12-26
PB Fintech Ltd.,543390,2021-12-26
PBA Infrastructure Ltd.,532676,2021-12-26
PBM Polytex Ltd.,514087,2021-12-26
PC Jeweller Ltd.,534809,2021-12-26
PCS Technology Ltd.,517119,2021-12-26
PDS Multinational Fashions Ltd.,538730,2021-12-26
Pearl Global Industries Ltd.,532808,2021-12-26
Pearl Polymers Ltd.,523260,2021-12-26
Pecos Hotels & Pubs Ltd.,539273,2021-12-26
Pee Cee Cosma Sope Ltd.,524136,2021-12-26
Peeti Securities Ltd.,531352,2021-12-26
Peninsula Land Ltd.,503031,2021-12-26
Pennar Industries Ltd.,513228,2021-12-26
Pentamedia Graphics Ltd.,500329,2021-12-26
Pentokey Organy (India) Ltd.,524210,2021-12-26
Peoples Investments Ltd.,501144,2021-12-26
Perfect-Octave Media Projects Ltd.,521062,2021-12-26
Perfectpac Ltd.,526435,2021-12-26
Permanent Magnets Ltd.,504132,2021-12-26
Persistent Systems Ltd.,533179,2021-12-26
Pervasive Commodities Ltd.,517172,2021-12-26
Pet Plastics Ltd.,524046,2021-12-26
Petronet LNG Ltd.,532522,2021-12-26
Pfizer Ltd.,500680,2021-12-26
PFL Infotech Ltd.,531769,2021-12-26
PG Electroplast Ltd.,533581,2021-12-26
PH Trading Ltd.,512026,2021-12-26
Phaarmasia Ltd.,523620,2021-12-26
Pharmaids Pharmaceuticals Ltd.,524572,2021-12-26
Phillips Carbon Black Ltd.,506590,2021-12-26
Phoenix International Ltd.,526481,2021-12-26
Phoenix Mills Ltd.,503100,2021-12-26
Phoenix Township Ltd.,537839,2021-12-26
Photon Capital Advisors Ltd.,509084,2021-12-26
Photoquip (India) Ltd.,526588,2021-12-26
Phyto Chem (India) Ltd.,524808,2021-12-26
PI Industries Ltd.,523642,2021-12-26
Piccadily Agro Industries Ltd.,530305,2021-12-26
Piccadily Sugar and Allied Industries Ltd.,507498,2021-12-26
Picturehouse Media Ltd.,532355,2021-12-26
Pidilite Industries Ltd.,500331,2021-12-26
Pil Italica Lifestyle Ltd.,500327,2021-12-26
Pilani Investment and Industries Corporation Ltd.,539883,2021-12-26
Pincon Lifestyle Ltd.,539007,2021-12-26
Pincon Spirit Ltd.,538771,2021-12-26
Pioneer Agro Extracts Ltd.,519439,2021-12-26
Pioneer Distilleries Ltd.,531879,2021-12-26
Pioneer Embroideries Ltd.,514300,2021-12-26
Pioneer Investcorp Ltd.,507864,2021-12-26
Piramal Enterprises Ltd.,500302,2021-12-26
Pithampur Poly Products Ltd.,530683,2021-12-26
Pitti Engineering Ltd.,513519,2021-12-26
Pix Transmissions Ltd.,500333,2021-12-26
Planter's Polysacks Ltd.,523105,2021-12-26
Plastiblends India Ltd.,523648,2021-12-26
PlatinumOne Business Services Ltd.,543352,2021-12-26
PMC Fincorp Ltd.,534060,2021-12-26
PNB Gilts Ltd.,532366,2021-12-26
PNB Housing Finance Ltd.,540173,2021-12-26
PNC Infratech Ltd.,539150,2021-12-26
Pochiraju Industries Ltd.,532803,2021-12-26
POCL Enterprises Ltd.,539195,2021-12-26
Poddar Housing and Development Ltd.,523628,2021-12-26
Poddar Pigments Ltd.,524570,2021-12-26
Pokarna Ltd.,532486,2021-12-26
Polaris Consulting & Services Ltd.,532254,2021-12-26
Polo Hotels Ltd.,526687,2021-12-26
Polo Queen Industrial and Fintech Ltd.,540717,2021-12-26
Polson Ltd.,507645,2021-12-26
Poly Medicure Ltd.,531768,2021-12-26
Polycab India Ltd.,542652,2021-12-26
Polychem Ltd.,506605,2021-12-26
Polycon International Ltd.,531397,2021-12-26
Polygenta Technologies Ltd.,514486,2021-12-26
Polylink Polymers (India) Ltd.,531454,2021-12-26
Polymac Thermoformers Ltd.,537573,2021-12-26
Polymechplast Machines Ltd.,526043,2021-12-26
Polyplex Corporation Ltd.,524051,2021-12-26
Polyspin Exports Ltd.,539354,2021-12-26
Polytex India Ltd.,512481,2021-12-26
Pondy Oxides & Chemicals Ltd.,532626,2021-12-26
Ponni Sugars (Erode) Ltd.,532460,2021-12-26
Pooja Entertainment and Films Ltd.,532011,2021-12-26
Poojawestern Metaliks Ltd.,540727,2021-12-26
Poona Dal & Oil Industries Ltd.,519359,2021-12-26
Poonawalla Fincorp Ltd.,524000,2021-12-26
Popular Estate Management Ltd.,531870,2021-12-26
Porwal Auto Components Ltd.,532933,2021-12-26
Positive Electronics Ltd.,539178,2021-12-26
Power Finance Corporation Ltd.,532810,2021-12-26
Power Grid Corporation of India Ltd.,532898,2021-12-26
Power Mech Projects Ltd.,539302,2021-12-26
PPAP Automotive Ltd.,532934,2021-12-26
Prabhat Dairy Ltd.,539351,2021-12-26
Prabhat Technologies (India) Ltd.,540027,2021-12-26
Prabhav Industries Ltd.,531855,2021-12-26
Pradeep Metals Ltd.,513532,2021-12-26
Pradhin Ltd.,530095,2021-12-26
Pradip Overseas Ltd.,533178,2021-12-26
Prag Bosimi Synthetics Ltd.,500192,2021-12-26
Praj Industries Ltd.,522205,2021-12-26
Prajay Engineers Syndicate Ltd.,531746,2021-12-26
Prakash Industries Ltd.,506022,2021-12-26
Prakash Pipes Ltd.,542684,2021-12-26
Prakash Steelage Ltd.,533239,2021-12-26
Prakash Woollen & Synthetic Mills Ltd.,531437,2021-12-26
Pranavaditya Spinning Mills Ltd.,531172,2021-12-26
Prashant India Ltd.,519014,2021-12-26
Prataap Snacks Ltd.,540724,2021-12-26
Pratibha Industries Ltd.,532718,2021-12-26
Pratik Panels Ltd.,526490,2021-12-26
Pratiksha Chemicals Ltd.,531257,2021-12-26
Praveg Communications (India) Ltd.,531637,2021-12-26
Praxis Home Retail Ltd.,540901,2021-12-26
Precious Trading & Investments Ltd.,506107,2021-12-26
Precision Camshafts Ltd.,539636,2021-12-26
Precision Containeurs Ltd.,523874,2021-12-26
Precision Electronics Ltd.,517258,2021-12-26
Precision Wires India Ltd.,523539,2021-12-26
Precot Ltd.,521184,2021-12-26
Prem Somani Financial Services Ltd.,530669,2021-12-26
QGO Finance Ltd.,538646,2021-12-26
Quadrant Televentures Ltd.,511116,2021-12-26
Quantum Build-Tech Ltd.,538596,2021-12-26
Quantum Digital Vision (India) Ltd.,530281,2021-12-26
Quasar India Ltd.,538452,2021-12-26
Quess Corp Ltd.,539978,2021-12-26
Quest Financial Services Ltd.,539962,2021-12-26
Quest Softech (India) Ltd.,535719,2021-12-26
Quick Heal Technologies Ltd.,539678,2021-12-26
Quint Digital Media Ltd.,539515,2021-12-26
Quintegra Solutions Ltd.,532866,2021-12-26
R J Bio Tech Ltd.,536456,2021-12-26
R J Shah & Company Ltd.,509845,2021-12-26
R Systems International Ltd.,532735,2021-12-26
R T Exports Ltd.,512565,2021-12-26
R&B Denims Ltd.,538119,2021-12-26
Raaj Medisafe India Ltd.,524502,2021-12-26
Raama Paper Mills Ltd.,500357,2021-12-26
Raashi Fertilisers Ltd.,524009,2021-12-26
Raasi Refractories Ltd.,502271,2021-12-26
Race Eco Chain Ltd.,537785,2021-12-26
Racl Geartech Ltd.,520073,2021-12-26
Radaan Mediaworks (I) Ltd.,590070,2021-12-26
Radha Madhav Corporation Ltd.,532692,2021-12-26
Radhagobind Commercial Ltd.,539673,2021-12-26
Radhe Developers (India) Ltd.,531273,2021-12-26
Radhika Jeweltech Ltd.,540125,2021-12-26
Radico Khaitan Ltd.,532497,2021-12-26
Radix Industries (India) Ltd.,531412,2021-12-26
Raghav Productivity Enhancers Ltd.,539837,2021-12-26
Raghava Estates & Properties Ltd.,531627,2021-12-26
Raghunath International Ltd.,526813,2021-12-26
Raghuvansh Agrofarms Ltd.,538921,2021-12-26
Raghuvir Synthetics Ltd.,514316,2021-12-26
Rahul Merchandising Ltd.,531887,2021-12-26
Raideep Industries Ltd.,540270,2021-12-26
Rail Vikas Nigam Ltd.,542649,2021-12-26
Railtel Corporation of India Ltd.,543265,2021-12-26
Rain Industries Ltd.,500339,2021-12-26
Rainbow Denim Ltd.,532441,2021-12-26
Rainbow Foundations Ltd.,531694,2021-12-26
Rainbow Papers Ltd.,523523,2021-12-26
Raj Oil Mills Ltd.,533093,2021-12-26
Raj Packaging Industries Ltd.,530111,2021-12-26
Raj Rayon Industries Ltd.,530699,2021-12-26
Raj Television Network Ltd.,532826,2021-12-26
Raja Bahadur International Ltd.,503127,2021-12-26
Rajapalayam Mills Ltd.,532503,2021-12-26
Rajasthan Cylinders & Containers Ltd.,538707,2021-12-26
Rajasthan Gases Ltd.,526873,2021-12-26
Rajasthan Petro Synthetics Ltd.,506975,2021-12-26
Rajasthan Tube Manufacturing Company Ltd.,530253,2021-12-26
Rajath Finance Ltd.,507962,2021-12-26
Rajdarshan Industries Ltd.,526662,2021-12-26
Rajesh Exports Ltd.,531500,2021-12-26
Rajeshwari Cans Ltd.,543285,2021-12-26
Rajeswari Infrastructure Ltd.,526823,2021-12-26
Rajkamal Synthetics Ltd.,514028,2021-12-26
Rajkot Investment Trust Ltd.,539495,2021-12-26
Rajkumar Forge Ltd.,513369,2021-12-26
Rajnish Wellness Ltd.,541601,2021-12-26
Rajoo Engineers Ltd.,522257,2021-12-26
Rajputana Investment & Finance Ltd.,539090,2021-12-26
Rajratan Global Wire Ltd.,517522,2021-12-26
Rajsanket Realty Ltd.,512409,2021-12-26
Rajshree Sugars & Chemicals Ltd.,500354,2021-12-26
Rajvir Industries Ltd.,532665,2021-12-26
Rallis India Ltd.,500355,2021-12-26
Ram Info Ltd.,530951,2021-12-26
Ram Minerals & Chemicals Ltd.,534734,2021-12-26
Ram Ratna Wires Ltd.,522281,2021-12-26
Rama Petrochemicals Ltd.,500358,2021-12-26
Rama Phosphates Ltd.,524037,2021-12-26
Rama Steel Tubes Ltd.,539309,2021-12-26
Rama Vision Ltd.,523289,2021-12-26
Ramasigns Industries Ltd.,515127,2021-12-26
Ramchandra Leasing and Finance Ltd.,538540,2021-12-26
Ramco Industries Ltd.,532369,2021-12-26
Ramco Systems Ltd.,532370,2021-12-26
Ramgopal Polytex Ltd.,514223,2021-12-26
Ramkrishna Forgings Ltd.,532527,2021-12-26
Ramky Infrastructure Ltd.,533262,2021-12-26
Ramsarup Industries Ltd.,532690,2021-12-26
Ramsons Projects Ltd.,530925,2021-12-26
Rana Sugars Ltd.,507490,2021-12-26
Rander Corporation Ltd.,531228,2021-12-26
Rane (Madras) Ltd.,532661,2021-12-26
Rane Brake Lining Ltd.,532987,2021-12-26
Rane Engine Valve Ltd.,532988,2021-12-26
Rane Holdings Ltd.,505800,2021-12-26
Ranjeet Mechatronics Ltd.,541945,2021-12-26
Ranjit Securities Ltd.,531572,2021-12-26
Rap Media Ltd.,531583,2021-12-26
Rapicut Carbides Ltd.,500360,2021-12-26
Rapid Investments Ltd.,501351,2021-12-26
Ras Resorts & Apart Hotels Ltd.,507966,2021-12-26
Rasandik Engineering Industries Ltd.,522207,2021-12-26
Rashtriya Chemicals & Fertilizers Ltd.,524230,2021-12-26
Rasi Electrodes Ltd.,531233,2021-12-26
Rasoi Ltd.,507649,2021-12-26
RateGain Travel Technologies Ltd.,543417,2021-12-26
Rathi Bars Ltd.,532918,2021-12-26
Rathi Graphic Technologies Ltd.,524610,2021-12-26
Rathi Steel & Power Ltd.,504903,2021-12-26
Ratnabhumi Developers Ltd.,540796,2021-12-26
Ratnamani Metals & Tubes Ltd.,520111,2021-12-26
RattanIndia Enterprises Ltd.,534597,2021-12-26
RattanIndia Power Ltd.,533122,2021-12-26
Raunaq EPC International Ltd.,537840,2021-12-26
Ravalgaon Sugar Farm Ltd.,507300,2021-12-26
Ravi Kumar Distilleries Ltd.,533294,2021-12-26
Ravileela Granites Ltd.,526095,2021-12-26
Ravinder Heights Ltd.,543251,2021-12-26
Ravindra Energy Ltd.,504341,2021-12-26
Raw Edge Industrial Solutions Ltd.,541634,2021-12-26
Raymed Labs Ltd.,531207,2021-12-26
Raymond Ltd.,500330,2021-12-26
RBL Bank Ltd.,540065,2021-12-26
RCC Cements Ltd.,531825,2021-12-26
RCI Industries & Technologies Ltd.,537254,2021-12-26
RCL Retail Ltd.,534708,2021-12-26
RDB Rasayans Ltd.,533608,2021-12-26
RDB Realty & Infrastructure Ltd.,533285,2021-12-26
Real Eco-Energy Ltd.,530053,2021-12-26
Real Growth Commercial Enterprises Ltd.,539691,2021-12-26
Real Strips Ltd.,513558,2021-12-26
Real Touch Finance Ltd.,538611,2021-12-26
REC Ltd.,532955,2021-12-26
Redex Protech Ltd.,523650,2021-12-26
Redington (India) Ltd.,532805,2021-12-26
Refex Industries Ltd.,532884,2021-12-26
Refnol Resins & Chemicals Ltd.,530815,2021-12-26
Regal Entertainment & Consultants Ltd.,531033,2021-12-26
Regaliaa Realty Ltd.,530807,2021-12-26
Regency Ceramics Ltd.,515018,2021-12-26
Regency Fincorp Ltd.,540175,2021-12-26
Regency Trust Ltd.,511585,2021-12-26
Regent Enterprises Ltd.,512624,2021-12-26
REIL Electricals India Ltd.,505817,2021-12-26
Rekvina Laboratories Ltd.,526075,2021-12-26
Relaxo Footwears Ltd.,530517,2021-12-26
Reliable Ventures India Ltd.,532124,2021-12-26
Reliance Capital Ltd.,500111,2021-12-26
Reliance Chemotex Industries Ltd.,503162,2021-12-26
Reliance Communications Ltd.,532712,2021-12-26
Reliance Home Finance Ltd.,540709,2021-12-26
Reliance Industrial InfraStructure Ltd.,523445,2021-12-26
Reliance Industries Ltd.,500325,2021-12-26
Reliance Infrastructure Ltd.,500390,2021-12-26
Reliance Naval and Engineering Ltd.,533107,2021-12-26
Reliance Power Ltd.,532939,2021-12-26
Relic Technologies Ltd.,511712,2021-12-26
Relicab Cable Manufacturing Ltd.,539760,2021-12-26
Religare Enterprises Ltd.,532915,2021-12-26
Relson India Ltd.,502473,2021-12-26
Relstruct Buildcon Ltd.,540426,2021-12-26
Remedium Lifecare Ltd.,539561,2021-12-26
Remi Edelstahl Tubulars Ltd.,513043,2021-12-26
Remi Elektrotechnik Ltd.,512487,2021-12-26
Remi Process Plant & Machinery Ltd.,505658,2021-12-26
Remi Sales & Engineering Ltd.,504360,2021-12-26
Remi Securities Ltd.,511149,2021-12-26
Remsons Industries Ltd.,530919,2021-12-26
Renaissance Global Ltd.,532923,2021-12-26
Repco Home Finance Ltd.,535322,2021-12-26
Repro India Ltd.,532687,2021-12-26
Resonance Specialties Ltd.,524218,2021-12-26
Response Informatics Ltd.,538273,2021-12-26
Responsive Industries Ltd.,505509,2021-12-26
Restile Ceramics Ltd.,515085,2021-12-26
Resurgere Mines & Minerals India Ltd.,533017,2021-12-26
Retro Green Revolution Ltd.,519191,2021-12-26
Revathi Equipment Ltd.,505368,2021-12-26
Revati Organics Ltd.,524504,2021-12-26
Rexnord Electronics and Controls Ltd.,531888,2021-12-26
RGF Capital Markets Ltd.,539669,2021-12-26
RHI Magnesita India Ltd.,534076,2021-12-26
Riba Textiles Ltd.,531952,2021-12-26
Rich Universe Network Ltd.,530271,2021-12-26
Richa Industries Ltd.,532766,2021-12-26
Richfield Financial Services Ltd.,539435,2021-12-26
Richirich Inventures Ltd.,519230,2021-12-26
Rico Auto Industries Ltd.,520008,2021-12-26
Ricoh India Ltd.,517496,2021-12-26
Riddhi Corporate Services Ltd.,540590,2021-12-26
Riddhi Siddhi Gluco Biols Ltd.,524480,2021-12-26
Riddhi Steel and Tube Ltd.,540082,2021-12-26
Ridhi Synthetics Ltd.,504365,2021-12-26
Ridings Consulting Engineers India Ltd.,541151,2021-12-26
Riga Sugar Company Ltd.,507508,2021-12-26
Risa International Ltd.,530251,2021-12-26
Rishab Special Yarns Ltd.,514177,2021-12-26
Rishabh Digha Steel & Allied Products Ltd.,531539,2021-12-26
Rishi Laser Ltd.,526861,2021-12-26
Rishi Techtex Ltd.,523021,2021-12-26
Rishiroop Ltd.,526492,2021-12-26
Rita Finance and Leasing Ltd.,543256,2021-12-26
Ritco Logistics Ltd.,542383,2021-12-26
Rites Ltd.,541556,2021-12-26
Ritesh International Ltd.,519097,2021-12-26
Ritesh Properties & Industries Ltd.,526407,2021-12-26
Rithwik Facility Management Services Ltd.,540843,2021-12-26
RKD Agri & Retail Ltd.,511169,2021-12-26
RLF Ltd.,512618,2021-12-26
RMC Switchgears Ltd.,540358,2021-12-26
